,vorname,anzahl,jahr
5406,Duong,2,2016
5407,Duong,2,2021
5408,Duran,2,2021
5409,Dursun,2,2022
5410,Duru,4,2012
5411,Duru,2,2013
5412,Duru,2,2016
5413,Duru,2,2017
5414,Dustin,2,2012
5415,Dustin,4,2013
5416,Dustin,4,2014
5417,Duy,7,2012
5418,Duy,7,2013
5419,Duy,2,2014
5420,Duy,4,2015
5421,Duy,9,2016
5422,Duy,2,2017
5423,Duy,4,2018
5424,Duy,2,2019
5425,Duy,7,2020
5426,Duy,4,2021
5427,Duy,6,2022
5428,Duygu,2,2018
5429,Dwayne,2,2012
5430,Dwayne,7,2013
5431,Dwayne,2,2014
5432,Dwayne,4,2015
5433,Dwayne,7,2016
5434,Dwayne,2,2017
5435,Dwayne,2,2020
5436,Dylan,5,2012
5437,Dylan,8,2013
5438,Dylan,11,2014
5439,Dylan,6,2015
5440,Dylan,8,2016
5441,Dylan,9,2017
5442,Dylan,10,2018
5443,Dylan,4,2020
5444,Dylan,9,2021
5445,Dylan,10,2022
5446,Dzenan,2,2016
5447,Dzhanelov,2,2020
5448,Dávid,2,2014
5449,Désirée,2,2013
5450,Désirée,2,2014
5451,Dünya,2,2016
5452,Dünya,2,2020
5453,Dılda,2,2014
5454,Dức,2,2014
5455,Eaton,2,2015
5456,Ebba,3,2012
5457,Ebba,4,2013
5458,Ebba,5,2016
5459,Ebba,4,2018
5460,Ebba,2,2022
5461,Eberhard,2,2012
5462,Eberhard,2,2013
5463,Eberhard,2,2021
5464,Eberhard,2,2022
5465,Ebrar,4,2012
5466,Ebrar,3,2015
5467,Ebrar,2,2016
5468,Ebrar,2,2018
5469,Ebrar,2,2019
5470,Ebru,2,2019
5471,Ebru,2,2020
5472,Ebubekir,2,2013
5473,Ebubekir,2,2015
5474,Ebubekir,2,2017
5475,Ebubekir,3,2018
5476,Ebubekir,2,2019
5477,Ebubekir,2,2022
5478,Ece,5,2012
5479,Ece,5,2013
5480,Ece,12,2014
5481,Ece,8,2015
5482,Ece,5,2016
5483,Ece,5,2017
5484,Ece,4,2018
5485,Ece,5,2019
5486,Ece,4,2021
5487,Ecem,4,2012
5488,Ecem,6,2013
5489,Ecem,2,2018
5490,Ecenaz,4,2013
5491,Eckhard,2,2012
5492,Ecrin,25,2012
5493,Ecrin,16,2013
5494,Ecrin,7,2014
5495,Ecrin,14,2015
5496,Ecrin,13,2016
5497,Ecrin,10,2017
5498,Ecrin,3,2018
5499,Ecrin,9,2019
5500,Ecrin,5,2020
5501,Ecrin,6,2021
5502,Ecrin,5,2022
5503,Eda,15,2012
5504,Eda,19,2013
5505,Eda,8,2014
5506,Eda,16,2015
5507,Eda,7,2016
5508,Eda,16,2017
5509,Eda,15,2018
5510,Eda,10,2019
5511,Eda,12,2020
5512,Eda,16,2021
5513,Eda,10,2022
5514,Edanur,2,2016
5515,Edda,16,2012
5516,Edda,13,2013
5517,Edda,23,2014
5518,Edda,16,2015
5519,Edda,37,2016
5520,Edda,29,2017
5521,Edda,23,2018
5522,Edda,21,2019
5523,Edda,33,2020
5524,Edda,21,2021
5525,Edda,41,2022
5526,Eddi,2,2012
5527,Eddi,3,2013
5528,Eddi,4,2014
5529,Eddi,4,2015
5530,Eddi,2,2017
5531,Eddi,4,2019
5532,Eddi,2,2022
5533,Eddie,9,2012
5534,Eddie,6,2013
5535,Eddie,2,2014
5536,Eddie,4,2015
5537,Eddie,7,2016
5538,Eddie,18,2017
5539,Eddie,2,2018
5540,Eddie,17,2019
5541,Eddie,8,2020
5542,Eddie,14,2021
5543,Eddie,8,2022
5544,Eddy,4,2012
5545,Eddy,2,2013
5546,Eddy,6,2014
5547,Eddy,4,2016
5548,Eddy,9,2017
5549,Eddy,2,2019
5550,Eddy,4,2020
5551,Eddy,2,2021
5552,Eddy,3,2022
5553,Ede,2,2012
5554,Ede,4,2013
5555,Ede,2,2014
5556,Ede,2,2015
5557,Ede,4,2017
5558,Ede,2,2022
5559,Edem,2,2015
5560,Eden,2,2012
5561,Eden,2,2013
5562,Eden,4,2014
5563,Eden,4,2015
5564,Eden,6,2016
5565,Eden,4,2018
5566,Eden,6,2019
5567,Eden,4,2020
5568,Eden,4,2021
5569,Eden,6,2022
5570,Edgar,63,2012
5571,Edgar,42,2013
5572,Edgar,46,2014
5573,Edgar,45,2015
5574,Edgar,70,2016
5575,Edgar,65,2017
5576,Edgar,61,2018
5577,Edgar,53,2019
5578,Edgar,64,2020
5579,Edgar,59,2021
5580,Edgar,51,2022
5581,Edin,3,2012
5582,Edin,2,2015
5583,Edin,2,2016
5584,Edin,3,2017
5585,Edin,6,2018
5586,Edin,2,2019
5587,Edin,2,2021
5588,Edin,2,2022
5589,Edina,3,2015
5590,Edis,2,2013
5591,Edis,3,2017
5592,Edis,8,2020
5593,Edis,2,2022
5594,Edison,2,2019
5595,Edita,2,2013
5596,Edith,9,2012
5597,Edith,16,2013
5598,Edith,20,2014
5599,Edith,14,2015
5600,Edith,12,2016
5601,Edith,20,2017
5602,Edith,14,2018
5603,Edith,10,2019
5604,Edith,4,2020
5605,Edith,2,2021
5606,Edith,18,2022
5607,Editha,2,2015
5608,Editha,2,2017
5609,Ediz,2,2013
5610,Ediz,2,2015
5611,Ediz,6,2016
5612,Ediz,4,2017
5613,Ediz,8,2019
5614,Ediz,2,2020
5615,Ediz,3,2021
5616,Ediz,8,2022
5617,Edmund,2,2012
5618,Edmund,2,2013
5619,Edmund,2,2016
5620,Edna,3,2021
5621,Edoardo,2,2015
5622,Edoardo,3,2021
5623,Edosa,2,2013
5624,Eduard,8,2012
5625,Eduard,9,2013
5626,Eduard,4,2014
5627,Eduard,10,2015
5628,Eduard,28,2016
5629,Eduard,13,2017
5630,Eduard,12,2018
5631,Eduard,12,2019
5632,Eduard,7,2020
5633,Eduard,4,2021
5634,Eduard,6,2022
5635,Eduardo,3,2013
5636,Eduardo,5,2015
5637,Eduardo,2,2016
5638,Eduardo,2,2017
5639,Edvard,2,2012
5640,Edward,4,2012
5641,Edward,19,2013
5642,Edward,13,2014
5643,Edward,16,2015
5644,Edward,15,2016
5645,Edward,13,2017
5646,Edward,4,2018
5647,Edward,15,2019
5648,Edward,6,2020
5649,Edward,6,2021
5650,Edward,2,2022
5651,Edwin,5,2012
5652,Edwin,2,2013
5653,Edwin,10,2014
5654,Edwin,6,2015
5655,Edwin,13,2016
5656,Edwin,8,2017
5657,Edwin,9,2018
5658,Edwin,2,2019
5659,Efe,40,2012
5660,Efe,42,2013
5661,Efe,23,2014
5662,Efe,31,2015
5663,Efe,32,2016
5664,Efe,30,2017
5665,Efe,18,2018
5666,Efe,18,2019
5667,Efe,30,2020
5668,Efe,16,2021
5669,Efe,16,2022
5670,Effi,2,2018
5671,Efnan,6,2022
5672,Efraim,2,2021
5673,Efraim,2,2022
5674,Eftelya,3,2014
5675,Eftelya,2,2015
5676,Ege,15,2012
5677,Ege,12,2013
5678,Ege,15,2014
5679,Ege,9,2015
5680,Ege,5,2016
5681,Ege,2,2017
5682,Ege,4,2018
5683,Ege,4,2019
5684,Ege,2,2020
5685,Ege,4,2021
5686,Ege,7,2022
5687,Egecan,2,2013
5688,Egehan,3,2013
5689,Egemen,2,2012
5690,Egemen,2,2016
5691,Egemen,2,2018
5692,Egon,5,2012
5693,Egon,5,2013
5694,Egon,4,2014
5695,Egon,8,2015
5696,Egon,10,2016
5697,Egon,2,2017
5698,Egon,2,2018
5699,Egon,4,2019
5700,Egon,2,2020
5701,Egon,6,2021
5702,Egon,6,2022
5703,Egor,2,2019
5704,Eike,3,2014
5705,Eileen,10,2012
5706,Eileen,2,2015
5707,Eileen,2,2017
5708,Eileen,3,2019
5709,Eileen,3,2020
5710,Eileen,4,2021
5711,Einar,2,2013
5712,Einar,2,2016
5713,Einar,2,2017
5714,Ejona,2,2015
5715,Ekaterina,2,2014
5716,Ekaterina,2,2015
5717,Ekaterina,8,2019
5718,Ekrem,2,2014
5719,Ekrem,2,2022
5720,El,2,2014
5721,Ela,47,2012
5722,Ela,59,2013
5723,Ela,49,2014
5724,Ela,65,2015
5725,Ela,77,2016
5726,Ela,49,2017
5727,Ela,47,2018
5728,Ela,46,2019
5729,Ela,52,2020
5730,Ela,58,2021
5731,Ela,47,2022
5732,Elaf,2,2018
5733,Elaf,3,2019
5734,Elaina,4,2013
5735,Elaina,2,2014
5736,Elaina,6,2015
5737,Elaina,2,2016
5738,Elaina,2,2022
5739,Elaine,15,2012
5740,Elaine,14,2013
5741,Elaine,13,2014
5742,Elaine,17,2015
5743,Elaine,4,2016
5744,Elaine,4,2017
5745,Elaine,6,2018
5746,Elaine,8,2019
5747,Elaine,6,2020
5748,Elaine,4,2021
5749,Elaine,10,2022
5750,Elan,2,2021
5751,Elani,2,2020
5752,Elanur,2,2012
5753,Elanur,7,2013
5754,Elanur,10,2014
5755,Elanur,9,2015
5756,Elanur,2,2016
5757,Elanur,6,2017
5758,Elanur,7,2018
5759,Elanur,2,2019
5760,Elanur,6,2022
5761,Elara,2,2020
5762,Elara,2,2021
5763,Elara,2,2022
5764,Elasu,2,2017
5765,Elay,2,2012
5766,Elay,3,2013
5767,Elay,2,2022
5768,Elayne,2,2016
5769,Elayne,2,2022
5770,Elba,2,2022
5771,Elda,2,2015
5772,Eldin,3,2012
5773,Eldin,2,2018
5774,Elea,6,2012
5775,Elea,6,2013
5776,Elea,11,2014
5777,Elea,17,2015
5778,Elea,6,2016
5779,Elea,12,2017
5780,Elea,18,2018
5781,Elea,14,2019
5782,Elea,20,2020
5783,Elea,32,2021
5784,Elea,21,2022
5785,Eleah,2,2022
5786,Eleana,2,2015
5787,Eleanor,4,2012
5788,Eleanor,9,2013
5789,Eleanor,4,2014
5790,Eleanor,6,2015
5791,Eleanor,12,2016
5792,Eleanor,4,2017
5793,Eleanor,4,2018
5794,Eleanor,12,2019
5795,Eleanor,9,2020
5796,Eleanor,5,2021
5797,Eleanor,5,2022
5798,Eleanore,2,2016
5799,Eleen,2,2013
5800,Eleen,2,2016
5801,Eleen,5,2017
5802,Eleen,3,2020
5803,Eleen,2,2022
5804,Elektra,2,2016
5805,Elen,2,2017
5806,Elen,2,2021
5807,Elena,72,2012
5808,Elena,70,2013
5809,Elena,75,2014
5810,Elena,107,2015
5811,Elena,89,2016
5812,Elena,103,2017
5813,Elena,131,2018
5814,Elena,92,2019
5815,Elena,122,2020
5816,Elena,86,2021
5817,Elena,75,2022
5818,Eleni,19,2012
5819,Eleni,15,2013
5820,Eleni,16,2014
5821,Eleni,17,2015
5822,Eleni,17,2016
5823,Eleni,23,2017
5824,Eleni,22,2018
5825,Eleni,26,2019
5826,Eleni,18,2020
5827,Eleni,27,2021
5828,Eleni,18,2022
5829,Elenor,9,2013
5830,Elenor,6,2014
5831,Elenor,2,2015
5832,Elenor,2,2016
5833,Elenor,4,2019
5834,Elenor,2,2020
5835,Elenora,2,2019
5836,Elenore,2,2012
5837,Eleonor,2,2015
5838,Eleonor,2,2016
5839,Eleonora,12,2012
5840,Eleonora,8,2013
5841,Eleonora,15,2014
5842,Eleonora,12,2015
5843,Eleonora,9,2016
5844,Eleonora,11,2017
5845,Eleonora,8,2018
5846,Eleonora,9,2019
5847,Eleonora,13,2020
5848,Eleonora,13,2021
5849,Eleonora,10,2022
5850,Eleonore,10,2012
5851,Eleonore,7,2013
5852,Eleonore,9,2014
5853,Eleonore,16,2015
5854,Eleonore,23,2016
5855,Eleonore,8,2017
5856,Eleonore,6,2018
5857,Eleonore,8,2019
5858,Eleonore,9,2020
5859,Eleonore,14,2021
5860,Eleonore,2,2022
5861,Eleyna,3,2019
5862,Eleyna,7,2021
5863,Eleysa,2,2018
5864,Elfi,2,2013
5865,Elfida,2,2021
5866,Elfie,2,2021
5867,Elfriede,6,2012
5868,Elfriede,5,2013
5869,Elfriede,5,2014
5870,Elfriede,2,2016
5871,Elfriede,2,2017
5872,Elfriede,2,2018
5873,Elfriede,2,2019
5874,Elfriede,4,2020
5875,Elfriede,7,2021
5876,Elfriede,2,2022
5877,Elham,2,2012
5878,Eli,4,2012
5879,Eli,4,2013
5880,Eli,5,2014
5881,Eli,6,2015
5882,Eli,9,2016
5883,Eli,7,2017
5884,Eli,8,2018
5885,Eli,3,2019
5886,Eli,10,2020
5887,Eli,9,2021
5888,Eli,10,2022
5889,Elia,14,2012
5890,Elia,28,2013
5891,Elia,37,2014
5892,Elia,19,2015
5893,Elia,16,2016
5894,Elia,10,2017
5895,Elia,23,2018
5896,Elia,23,2019
5897,Elia,23,2020
5898,Elia,24,2021
5899,Elia,15,2022
5900,Eliah,9,2012
5901,Eliah,11,2013
5902,Eliah,14,2014
5903,Eliah,23,2015
5904,Eliah,15,2016
5905,Eliah,4,2017
5906,Eliah,5,2018
5907,Eliah,7,2019
5908,Eliah,7,2020
5909,Eliah,17,2021
5910,Eliah,6,2022
5911,Eliam,2,2015
5912,Eliam,2,2021
5913,Elian,5,2012
5914,Elian,5,2013
5915,Elian,13,2014
5916,Elian,13,2015
5917,Elian,2,2016
5918,Elian,14,2017
5919,Elian,30,2018
5920,Elian,23,2019
5921,Elian,41,2020
5922,Elian,41,2021
5923,Elian,40,2022
5924,Eliana,2,2013
5925,Eliana,15,2014
5926,Eliana,4,2015
5927,Eliana,8,2016
5928,Eliana,2,2017
5929,Eliana,14,2018
5930,Eliana,12,2019
5931,Eliana,13,2020
5932,Eliana,24,2021
5933,Eliana,24,2022
5934,Eliano,2,2018
5935,Eliano,2,2019
5936,Eliano,7,2020
5937,Eliano,5,2022
5938,Elias,322,2012
5939,Elias,300,2013
5940,Elias,376,2014
5941,Elias,338,2015
5942,Elias,371,2016
5943,Elias,289,2017
5944,Elias,311,2018
5945,Elias,300,2019
5946,Elias,278,2020
5947,Elias,283,2021
5948,Elias,235,2022
5949,Elias-joel,3,2018
5950,Elida,8,2012
5951,Elida,5,2015
5952,Elida,6,2016
5953,Elida,4,2017
5954,Elida,2,2021
5955,Elie,2,2013
5956,Eliel,2,2022
5957,Elien,2,2019
5958,Eliezer,2,2016
5959,Elif,66,2012
5960,Elif,73,2013
5961,Elif,88,2014
5962,Elif,109,2015
5963,Elif,106,2016
5964,Elif,83,2017
5965,Elif,69,2018
5966,Elif,62,2019
5967,Elif,51,2020
5968,Elif,51,2021
5969,Elif,51,2022
5970,Elifnur,2,2012
5971,Elifsu,2,2014
5972,Elija,2,2012
5973,Elija,2,2015
5974,Elija,2,2017
5975,Elija,2,2019
5976,Elija,4,2020
5977,Elija,4,2021
5978,Elijah,10,2012
5979,Elijah,13,2013
5980,Elijah,15,2014
5981,Elijah,15,2015
5982,Elijah,16,2016
5983,Elijah,12,2017
5984,Elijah,27,2019
5985,Elijah,14,2020
5986,Elijah,11,2021
5987,Elijah,7,2022
5988,Elijan,2,2022
5989,Elijas,2,2012
5990,Elin,11,2012
5991,Elin,38,2013
5992,Elin,30,2014
5993,Elin,29,2015
5994,Elin,33,2016
5995,Elin,22,2017
5996,Elin,20,2018
5997,Elin,33,2019
5998,Elin,53,2020
5999,Elin,30,2021
6000,Elin,28,2022
6001,Elina,28,2012
6002,Elina,37,2013
6003,Elina,47,2014
6004,Elina,29,2015
6005,Elina,43,2016
6006,Elina,50,2017
6007,Elina,45,2018
6008,Elina,61,2019
6009,Elina,59,2020
6010,Elina,50,2021
6011,Elina,56,2022
6012,Elind,2,2017
6013,Eline,2,2013
6014,Eline,2,2014
6015,Eline,2,2015
6016,Eline,4,2016
6017,Eline,2,2017
6018,Eline,3,2018
6019,Eline,2,2019
6020,Eline,2,2020
6021,Eline,3,2022
6022,Elino,2,2022
6023,Elinor,2,2013
6024,Elinor,6,2014
6025,Elinor,2,2016
6026,Elinor,4,2017
6027,Elinor,4,2018
6028,Elinor,2,2019
6029,Elinor,2,2020
6030,Elinor,4,2021
6031,Elinov,2,2018
6032,Elio,2,2014
6033,Elio,6,2018
6034,Elio,25,2019
6035,Elio,23,2020
6036,Elio,42,2021
6037,Elio,44,2022
6038,Elion,2,2015
6039,Elion,2,2016
6040,Elion,2,2021
6041,Eliora,2,2021
6042,Eliot,5,2014
6043,Eliot,2,2015
6044,Eliot,2,2016
6045,Eliot,3,2017
6046,Eliot,2,2018
6047,Eliot,2,2021
6048,Eliott,2,2019
6049,Elis,2,2012
6050,Elis,3,2015
6051,Elis,2,2016
6052,Elis,2,2017
6053,Elis,4,2018
6054,Elis,2,2019
6055,Elis,2,2021
6056,Elis,5,2022
6057,Elisa,119,2012
6058,Elisa,127,2013
6059,Elisa,125,2014
6060,Elisa,150,2015
6061,Elisa,126,2016
6062,Elisa,134,2017
6063,Elisa,123,2018
6064,Elisa,126,2019
6065,Elisa,107,2020
6066,Elisa,117,2021
6067,Elisa,125,2022
6068,Elisabeta,2,2012
6069,Elisabeta,2,2013
6070,Elisabeta,2,2015
6071,Elisabeth,185,2012
6072,Elisabeth,219,2013
6073,Elisabeth,226,2014
6074,Elisabeth,230,2015
6075,Elisabeth,240,2016
6076,Elisabeth,214,2017
6077,Elisabeth,218,2018
6078,Elisabeth,196,2019
6079,Elisabeth,192,2020
6080,Elisabeth,178,2021
6081,Elisabeth,160,2022
6082,Elise,56,2012
6083,Elise,67,2013
6084,Elise,88,2014
6085,Elise,80,2015
6086,Elise,82,2016
6087,Elise,79,2017
6088,Elise,81,2018
6089,Elise,70,2019
6090,Elise,64,2020
6091,Elise,58,2021
6092,Elise,59,2022
6093,Elisei,2,2013
6094,Elisei,4,2014
6095,Elisei,2,2019
6096,Elisey,2,2022
6097,Elisia,2,2015
6098,Elisija,2,2014
6099,Elissa,2,2012
6100,Elissa,6,2013
6101,Elissa,10,2014
6102,Elissa,2,2015
6103,Elissa,12,2016
6104,Elissa,10,2017
6105,Elissa,11,2018
6106,Elissa,5,2019
6107,Elissa,6,2020
6108,Elissa,2,2021
6109,Elissa,9,2022
6110,Eliyah,2,2020
6111,Eliyah,2,2021
6112,Eliyan,2,2014
6113,Eliyan,2,2022
6114,Eliyas,3,2013
6115,Eliyas,2,2015
6116,Eliyas,2,2016
6117,Eliyas,5,2018
6118,Eliyas,2,2019
6119,Eliyas,3,2020
6120,Eliyas,2,2021
6121,Eliyas,4,2022
6122,Eliz,2,2016
6123,Eliz,5,2017
6124,Eliz,4,2018
6125,Eliz,5,2019
6126,Eliz,3,2020
6127,Eliz,14,2021
6128,Eliz,10,2022
6129,Eliza,4,2012
6130,Eliza,2,2013
6131,Eliza,5,2014
6132,Eliza,5,2015
6133,Eliza,17,2016
6134,Eliza,4,2017
6135,Eliza,7,2018
6136,Eliza,7,2019
6137,Eliza,3,2020
6138,Eliza,9,2021
6139,Eliza,7,2022
6140,Elizabeth,8,2012
6141,Elizabeth,9,2013
6142,Elizabeth,9,2014
6143,Elizabeth,11,2015
6144,Elizabeth,6,2016
6145,Elizabeth,8,2017
6146,Elizabeth,14,2018
6147,Elizabeth,9,2019
6148,Elizabeth,11,2020
6149,Elizabeth,18,2021
6150,Elizabeth,7,2022
6151,Elizan,4,2012
6152,Elizan,2,2014
6153,Elizan,2,2016
6154,Elizan,4,2017
6155,Elizan,2,2021
6156,Elizan,4,2022
6157,Elizaveta,2,2013
6158,Elke,6,2012
6159,Elke,4,2013
6160,Elke,5,2014
6161,Elke,4,2015
6162,Elke,3,2019
6163,Elke,2,2020
6164,Ella,130,2012
6165,Ella,167,2013
6166,Ella,146,2014
6167,Ella,191,2015
6168,Ella,188,2016
6169,Ella,225,2017
6170,Ella,207,2018
6171,Ella,217,2019
6172,Ella,184,2020
6173,Ella,190,2021
6174,Ella,179,2022
6175,Ella-marie,2,2017
6176,Ella-sophie,2,2013
6177,Elle,2,2020
6178,Ellen,33,2012
6179,Ellen,27,2013
6180,Ellen,23,2014
6181,Ellen,22,2015
6182,Ellen,21,2016
6183,Ellen,9,2017
6184,Ellen,21,2018
6185,Ellen,22,2019
6186,Ellen,15,2020
6187,Ellen,12,2021
6188,Ellen,7,2022
6189,Ellena,2,2014
6190,Ellena,6,2016
6191,Ellena,2,2018
6192,Elli,18,2012
6193,Elli,12,2013
6194,Elli,35,2014
6195,Elli,36,2015
6196,Elli,42,2016
6197,Elli,35,2017
6198,Elli,27,2018
6199,Elli,20,2019
6200,Elli,17,2020
6201,Elli,32,2021
6202,Elli,8,2022
6203,Ellie,3,2013
6204,Ellie,2,2014
6205,Ellie,6,2015
6206,Ellie,14,2016
6207,Ellie,7,2018
6208,Ellie,12,2019
6209,Ellie,17,2020
6210,Ellie,24,2021
6211,Ellie,14,2022
6212,Ellin,2,2017
6213,Ellinor,2,2014
6214,Ellinor,2,2016
6215,Ellinor,2,2020
6216,Elliot,5,2012
6217,Elliot,5,2013
6218,Elliot,4,2014
6219,Elliot,11,2015
6220,Elliot,18,2016
6221,Elliot,11,2017
6222,Elliot,5,2018
6223,Elliot,10,2019
6224,Elliot,16,2020
6225,Elliot,10,2021
6226,Elliot,12,2022
6227,Elliott,2,2012
6228,Elliott,5,2014
6229,Elliott,2,2015
6230,Elliott,5,2016
6231,Elliott,2,2018
6232,Elliott,2,2019
6233,Elliott,2,2021
6234,Ellis,2,2016
6235,Ellis,2,2020
6236,Ellis,2,2021
6237,Elly,9,2012
6238,Elly,5,2013
6239,Elly,5,2014
6240,Elly,12,2015
6241,Elly,9,2016
6242,Elly,15,2017
6243,Elly,11,2018
6244,Elly,2,2019
6245,Elly,8,2020
6246,Elly,4,2021
6247,Elly,2,2022
6248,Elma,2,2012
6249,Elma,2,2017
6250,Elma,2,2021
6251,Elma,4,2022
6252,Elmar,2,2012
6253,Elmar,2,2013
6254,Elmar,2,2014
6255,Elmar,3,2015
6256,Elmar,3,2016
6257,Elmar,2,2017
6258,Elmar,4,2018
6259,Elmar,2,2020
6260,Elmar,3,2021
6261,Elmar,3,2022
6262,Elmas,2,2016
6263,Elmas,2,2017
6264,Elmazova,2,2016
6265,Elmira,2,2014
6266,Elmira,2,2016
6267,Elmira,3,2019
6268,Elmo,3,2013
6269,Elodie,4,2021
6270,Eloghosa,2,2013
6271,Eloghosa,2,2020
6272,Eloise,5,2012
6273,Eloise,2,2013
6274,Eloise,4,2014
6275,Eloise,2,2015
6276,Eloise,2,2016
6277,Eloise,2,2019
6278,Eloise,2,2020
6279,Eloise,6,2021
6280,Eloise,10,2022
6281,Elon,2,2015
6282,Elora,2,2012
6283,Elora,2,2015
6284,Elora,2,2021
6285,Elora,5,2022
6286,Elouan,2,2015
6287,Eloy,2,2020
6288,Elsa,39,2012
6289,Elsa,42,2013
6290,Elsa,51,2014
6291,Elsa,64,2015
6292,Elsa,55,2016
6293,Elsa,34,2017
6294,Elsa,31,2018
6295,Elsa,15,2019
6296,Elsa,30,2020
6297,Elsa,5,2021
6298,Elsa,24,2022
6299,Elsbeth,3,2012
6300,Elsbeth,2,2014
6301,Elsbeth,2,2016
6302,Elsbeth,4,2017
6303,Else,4,2013
6304,Else,6,2014
6305,Else,2,2015
6306,Else,4,2016
6307,Else,2,2018
6308,Else,5,2019
6309,Else,4,2020
6310,Else,2,2021
6311,Elsie,2,2019
6312,Elsie,2,2022
6313,Eluney,2,2018
6314,Elva,2,2016
6315,Elva,2,2017
6316,Elva,2,2018
6317,Elva,2,2019
6318,Elva,2,2020
6319,Elva,2,2022
6320,Elvan,2,2015
6321,Elvana,2,2016
6322,Elvana,2,2022
6323,Elvin,2,2012
6324,Elvin,2,2016
6325,Elvin,2,2017
6326,Elvin,2,2018
6327,Elvin,2,2021
6328,Elvir,2,2016
6329,Elvira,4,2013
6330,Elvira,2,2015
6331,Elvira,7,2016
6332,Elvira,2,2021
6333,Elvis,2,2012
6334,Elvis,7,2013
6335,Elvis,2,2014
6336,Elvis,4,2016
6337,Elvis,2,2017
6338,Elvis,2,2020
6339,Elvis,2,2021
6340,Elvis,2,2022
6341,Elvisa,2,2013
6342,Elya,2,2017
6343,Elya,2,2019
6344,Elya,2,2021
6345,Elyana,2,2018
6346,Elyas,13,2012
6347,Elyas,10,2013
6348,Elyas,27,2014
6349,Elyas,41,2015
6350,Elyas,42,2016
6351,Elyas,31,2017
6352,Elyas,32,2018
6353,Elyas,36,2019
6354,Elyas,26,2020
6355,Elyas,34,2021
6356,Elyas,25,2022
6357,Elyes,2,2015
6358,Elyes,2,2018
6359,Elyesa,2,2014
6360,Elyesa,2,2015
6361,Elyesa,2,2018
6362,Elyesa,5,2020
6363,Elâ,2,2014
6364,Elçin,2,2012
6365,Elçin,2,2013
6366,Eléa,2,2017
6367,Eléonore,2,2021
6368,Elías,2,2017
6369,Elínarson,2,2013
6370,Ema,2,2012
6371,Ema,2,2013
6372,Ema,2,2014
6373,Ema,2,2016
6374,Ema,3,2018
6375,Ema,4,2019
6376,Ema,6,2020
6377,Ema,2,2021
6378,Ema,6,2022
6379,Emad,2,2021
6380,Emad,2,2022
6381,Eman,2,2019
6382,Emanuel,40,2012
6383,Emanuel,31,2013
6384,Emanuel,26,2014
6385,Emanuel,27,2015
6386,Emanuel,26,2016
6387,Emanuel,19,2017
6388,Emanuel,34,2018
6389,Emanuel,22,2019
6390,Emanuel,25,2020
6391,Emanuel,23,2021
6392,Emanuel,20,2022
6393,Emanuela,2,2020
6394,Emanuela,2,2022
6395,Emanuele,2,2013
6396,Emanuele,2,2018
6397,Emel,2,2014
6398,Emeli,2,2017
6399,Emeli,4,2019
6400,Emelie,19,2012
6401,Emelie,17,2013
6402,Emelie,36,2014
6403,Emelie,32,2015
6404,Emelie,17,2016
6405,Emelie,15,2017
6406,Emelie,13,2018
6407,Emelie,10,2019
6408,Emelie,18,2020
6409,Emelie,8,2021
6410,Emelie,2,2022
6411,Emely,20,2012
6412,Emely,17,2013
6413,Emely,19,2014
6414,Emely,15,2015
6415,Emely,15,2016
6416,Emely,13,2017
6417,Emely,15,2018
6418,Emely,7,2019
6419,Emely,8,2021
6420,Emely,2,2022
6421,Emi,2,2015
6422,Emil,279,2012
6423,Emil,278,2013
6424,Emil,300,2014
6425,Emil,313,2015
6426,Emil,295,2016
6427,Emil,324,2017
6428,Emil,334,2018
6429,Emil,310,2019
6430,Emil,292,2020
6431,Emil,321,2021
6432,Emil,280,2022
6433,Emile,2,2012
6434,Emile,2,2013
6435,Emile,2,2014
6436,Emile,3,2015
6437,Emile,4,2016
6438,Emile,2,2017
6439,Emile,2,2018
6440,Emile,3,2020
6441,Emili,2,2017
6442,Emili,2,2019
6443,Emilia,310,2012
6444,Emilia,348,2013
6445,Emilia,356,2014
6446,Emilia,328,2015
6447,Emilia,382,2016
6448,Emilia,408,2017
6449,Emilia,386,2018
6450,Emilia,355,2019
6451,Emilia,346,2020
6452,Emilia,375,2021
6453,Emilia,300,2022
6454,Emilian,32,2012
6455,Emilian,38,2013
6456,Emilian,40,2014
6457,Emilian,40,2015
6458,Emilian,53,2016
6459,Emilian,35,2017
6460,Emilian,50,2018
6461,Emilian,49,2019
6462,Emilian,46,2020
6463,Emilian,46,2021
6464,Emilian,40,2022
6465,Emiliana,2,2021
6466,Emiliano,7,2012
6467,Emiliano,4,2014
6468,Emiliano,2,2015
6469,Emiliano,4,2016
6470,Emiliano,2,2018
6471,Emiliano,2,2019
6472,Emiliano,4,2021
6473,Emiliano,2,2022
6474,Emilie,38,2012
6475,Emilie,49,2013
6476,Emilie,50,2014
6477,Emilie,42,2015
6478,Emilie,44,2016
6479,Emilie,39,2017
6480,Emilie,31,2018
6481,Emilie,38,2019
6482,Emilie,25,2020
6483,Emilie,16,2021
6484,Emilie,23,2022
6485,Emilien,2,2015
6486,Emilija,3,2012
6487,Emilija,2,2013
6488,Emilija,2,2014
6489,Emilija,2,2016
6490,Emilija,3,2017
6491,Emilija,8,2018
6492,Emilija,2,2019
6493,Emilija,4,2020
6494,Emilija,6,2021
6495,Emilija,2,2022
6496,Emilijo,2,2014
6497,Emilio,48,2012
