,vorname,anzahl,geschlecht,jahr,bezirk
241029,Adam,5,m,2022,reinickendorf
307319,Adam,4,m,2018,tempelhof-schoeneberg
339836,Adam,2,m,2020,treptow-koepenick
336906,Adam,3,m,2018,treptow-koepenick
240121,Adam,6,m,2021,reinickendorf
288662,Adam,24,m,2013,tempelhof-schoeneberg
240124,Adam,5,m,2021,reinickendorf
142415,Adam,38,m,2018,mitte
285589,Adam,13,m,2012,tempelhof-schoeneberg
280689,Adam,3,m,2019,steglitz-zehlendorf
338256,Adam,5,m,2019,treptow-koepenick
100779,Adam,16,m,2020,lichtenberg
326800,Adam,2,m,2022,tempelhof-schoeneberg
193712,Adam,24,m,2022,neukoelln
166234,Adam,14,m,2012,neukoelln
115647,Adam,3,m,2019,marzahn-hellersdorf
117689,Adam,7,m,2021,marzahn-hellersdorf
238992,Adam,7,m,2020,reinickendorf
333444,Adam,2,m,2015,treptow-koepenick
70684,Adam,19,m,2020,friedrichshain-kreuzberg
118860,Adam,2,m,2022,marzahn-hellersdorf
134001,Adam,21,m,2016,mitte
231654,Adam,9,m,2014,reinickendorf
152381,Adam,4,m,2020,mitte
42325,Adam,8,m,2012,friedrichshain-kreuzberg
236751,Adam,5,m,2018,reinickendorf
232980,Adam,5,m,2015,reinickendorf
223034,Adam,2,m,2021,pankow
196491,Adam,5,m,2012,pankow
71272,Adam,2,m,2020,friedrichshain-kreuzberg
6700,Adam,9,m,2014,charlottenburg-wilmersdorf
87131,Adam,2,m,2014,lichtenberg
230451,Adam,4,m,2013,reinickendorf
341083,Adam,3,m,2021,treptow-koepenick
283034,Adam,5,m,2021,steglitz-zehlendorf
292035,Adam,16,m,2014,tempelhof-schoeneberg
47915,Adam,11,m,2014,friedrichshain-kreuzberg
336967,Adam,2,m,2018,treptow-koepenick
235466,Adam,3,m,2017,reinickendorf
185581,Adam,5,m,2019,neukoelln
316012,Adam,31,m,2020,tempelhof-schoeneberg
334383,Adam,3,m,2016,treptow-koepenick
168851,Adam,11,m,2013,neukoelln
257491,Adam,2,m,2018,spandau
174304,Adam,14,m,2015,neukoelln
242152,Adam,6,m,2012,spandau
302827,Adam,3,m,2017,tempelhof-schoeneberg
119777,Adam,14,m,2012,mitte
253912,Adam,14,m,2017,spandau
34493,Adam,3,m,2021,charlottenburg-wilmersdorf
260484,Adam,3,m,2019,spandau
21297,Adam,19,m,2018,charlottenburg-wilmersdorf
157224,Adam,4,m,2021,mitte
260171,Adam,13,m,2019,spandau
25572,Adam,14,m,2019,charlottenburg-wilmersdorf
13350,Adam,27,m,2016,charlottenburg-wilmersdorf
248988,Adam,12,m,2015,spandau
3437,Adam,11,m,2013,charlottenburg-wilmersdorf
203473,Adam,13,m,2015,pankow
188380,Adam,19,m,2020,neukoelln
321276,Adam,4,m,2021,tempelhof-schoeneberg
237929,Adam,5,m,2019,reinickendorf
137824,Adam,40,m,2017,mitte
320741,Adam,29,m,2021,tempelhof-schoeneberg
234203,Adam,6,m,2016,reinickendorf
226278,Adam,3,m,2022,pankow
206100,Adam,10,m,2016,pankow
229235,Adam,7,m,2012,reinickendorf
335482,Adam,3,m,2017,treptow-koepenick
51072,Adam,9,m,2015,friedrichshain-kreuzberg
130416,Adam,13,m,2015,mitte
29987,Adam,5,m,2020,charlottenburg-wilmersdorf
342543,Adam,3,m,2022,treptow-koepenick
105730,Adam,17,m,2022,lichtenberg
38694,Adam,3,m,2022,charlottenburg-wilmersdorf
325616,Adam,33,m,2022,tempelhof-schoeneberg
171661,Adam,7,m,2014,neukoelln
218945,Adam,3,m,2020,pankow
33828,Adam,25,m,2021,charlottenburg-wilmersdorf
218549,Adam,16,m,2020,pankow
9963,Adam,27,m,2015,charlottenburg-wilmersdorf
38071,Adam,25,m,2022,charlottenburg-wilmersdorf
88914,Adam,6,m,2015,lichtenberg
277077,Adam,5,m,2016,steglitz-zehlendorf
123395,Adam,12,m,2013,mitte
179784,Adam,18,m,2017,neukoelln
222162,Adam,11,m,2021,pankow
276236,Adam,2,m,2015,steglitz-zehlendorf
177070,Adam,15,m,2016,neukoelln
126749,Adam,20,m,2014,mitte
251404,Adam,12,m,2016,spandau
74772,Adam,26,m,2021,friedrichshain-kreuzberg
57668,Adam,18,m,2017,friedrichshain-kreuzberg
246779,Adam,4,m,2014,spandau
174768,Adamma,2,w,2015,neukoelln
303330,Adar,2,m,2017,tempelhof-schoeneberg
180272,Adar,2,m,2017,neukoelln
162443,Adar,2,m,2022,mitte
322004,Adar,2,m,2021,tempelhof-schoeneberg
264033,Adea,2,w,2020,spandau
127355,Adel,2,m,2014,mitte
120374,Adel,2,m,2012,mitte
123932,Adel,2,m,2013,mitte
7207,Adel,2,m,2014,charlottenburg-wilmersdorf
201495,Adela,2,w,2014,pankow
120337,Adela,2,w,2012,mitte
148215,Adela,2,w,2019,mitte
86947,Adele,4,w,2014,lichtenberg
58322,Adele,2,w,2017,friedrichshain-kreuzberg
215403,Adele,4,w,2019,pankow
134585,Adele,2,w,2016,mitte
51540,Adele,2,w,2015,friedrichshain-kreuzberg
48404,Adele,2,w,2014,friedrichshain-kreuzberg
201281,Adele,4,w,2014,pankow
316789,Adele,2,w,2020,tempelhof-schoeneberg
174612,Adele,3,w,2015,neukoelln
3542,Adele,6,w,2013,charlottenburg-wilmersdorf
85182,Adele,2,w,2013,lichtenberg
206360,Adele,3,w,2016,pankow
147794,Adele,3,w,2019,mitte
6992,Adele,3,w,2014,charlottenburg-wilmersdorf
196434,Adele,6,w,2012,pankow
177204,Adele,5,w,2016,neukoelln
295923,Adele,2,w,2015,tempelhof-schoeneberg
17825,Adele,2,w,2017,charlottenburg-wilmersdorf
270640,Adele,2,w,2022,spandau
274354,Adele,2,w,2013,steglitz-zehlendorf
251667,Adele,3,w,2016,spandau
285839,Adele,4,w,2012,tempelhof-schoeneberg
257610,Adele,2,w,2018,spandau
152743,Adele,2,w,2020,mitte
215443,Adele,4,w,2019,pankow
251,Adele,6,w,2012,charlottenburg-wilmersdorf
281904,Adele,2,w,2020,steglitz-zehlendorf
299384,Adele,2,w,2016,tempelhof-schoeneberg
326277,Adele,3,w,2022,tempelhof-schoeneberg
120047,Adele,4,w,2012,mitte
123598,Adele,4,w,2013,mitte
246956,Adele,2,w,2014,spandau
54598,Adele,3,w,2016,friedrichshain-kreuzberg
289108,Adele,3,w,2013,tempelhof-schoeneberg
42308,Adele,8,w,2012,friedrichshain-kreuzberg
303290,Adele,2,w,2017,tempelhof-schoeneberg
273354,Adele,2,w,2012,steglitz-zehlendorf
152592,Adele,3,w,2020,mitte
130753,Adele,3,w,2015,mitte
83375,Adele,2,w,2012,lichtenberg
38513,Adele,3,w,2022,charlottenburg-wilmersdorf
148216,Adele,2,w,2019,mitte
21851,Adele,3,w,2018,charlottenburg-wilmersdorf
292649,Adele,2,w,2014,tempelhof-schoeneberg
199026,Adele,3,w,2013,pankow
307704,Adelheid,2,w,2018,tempelhof-schoeneberg
317012,Adelia,2,w,2020,tempelhof-schoeneberg
612,Adelia,2,w,2012,charlottenburg-wilmersdorf
254262,Adelina,3,w,2017,spandau
152927,Adelina,2,w,2020,mitte
166649,Adelina,2,w,2012,neukoelln
321577,Adelina,2,w,2021,tempelhof-schoeneberg
62545,Adelina,3,w,2018,friedrichshain-kreuzberg
13989,Adelina,2,w,2016,charlottenburg-wilmersdorf
201496,Adelina,2,w,2014,pankow
157459,Adelina,2,w,2021,mitte
93261,Adelina,3,w,2017,lichtenberg
38737,Adelina,2,w,2022,charlottenburg-wilmersdorf
260821,Adelina,2,w,2019,spandau
30622,Adelina,2,w,2020,charlottenburg-wilmersdorf
103518,Adelina,4,w,2021,lichtenberg
51541,Adelina,2,w,2015,friedrichshain-kreuzberg
85063,Adelina,3,w,2013,lichtenberg
54599,Adelina,3,w,2016,friedrichshain-kreuzberg
123881,Adelina,2,w,2013,mitte
257611,Adelina,2,w,2018,spandau
134586,Adelina,2,w,2016,mitte
34539,Adelina,2,w,2021,charlottenburg-wilmersdorf
101234,Adelina,2,w,2020,lichtenberg
106036,Adelina,2,w,2022,lichtenberg
79218,Adelina,4,w,2022,friedrichshain-kreuzberg
91207,Adelina,2,w,2016,lichtenberg
234299,Adelina,2,w,2016,reinickendorf
172023,Adelina,2,w,2014,neukoelln
162014,Adelina,2,w,2022,mitte
199172,Adelina,2,w,2013,pankow
295751,Adeline,3,w,2015,tempelhof-schoeneberg
51542,Adeline,2,w,2015,friedrichshain-kreuzberg
120170,Adelisa,3,w,2012,mitte
67262,Adem,2,m,2019,friedrichshain-kreuzberg
233040,Adem,3,m,2015,reinickendorf
71449,Adem,2,m,2020,friedrichshain-kreuzberg
177406,Adem,3,m,2016,neukoelln
157624,Adem,2,m,2021,mitte
251830,Adem,2,m,2016,spandau
147589,Adem,6,m,2019,mitte
194121,Adem,2,m,2022,neukoelln
166704,Adem,2,m,2012,neukoelln
143321,Adem,2,m,2018,mitte
295970,Adem,2,m,2015,tempelhof-schoeneberg
321740,Adem,2,m,2021,tempelhof-schoeneberg
10603,Adem,2,m,2015,charlottenburg-wilmersdorf
311960,Adem,4,m,2019,tempelhof-schoeneberg
285871,Adem,4,m,2012,tempelhof-schoeneberg
30299,Adem,3,m,2020,charlottenburg-wilmersdorf
326040,Adem,4,m,2022,tempelhof-schoeneberg
289341,Adem,2,m,2013,tempelhof-schoeneberg
130689,Adem,4,m,2015,mitte
235545,Adem,2,m,2017,reinickendorf
34213,Adem,4,m,2021,charlottenburg-wilmersdorf
462,Adem,3,m,2012,charlottenburg-wilmersdorf
17197,Adem,5,m,2017,charlottenburg-wilmersdorf
307973,Adem,2,m,2018,tempelhof-schoeneberg
45578,Adem,2,m,2013,friedrichshain-kreuzberg
188849,Adem,2,m,2020,neukoelln
7033,Adem,3,m,2014,charlottenburg-wilmersdorf
254537,Adem,2,m,2017,spandau
127087,Adem,4,m,2014,mitte
317029,Adem,2,m,2020,tempelhof-schoeneberg
240180,Adem,2,m,2021,reinickendorf
326801,Adem,2,m,2022,tempelhof-schoeneberg
87133,Adem,2,m,2014,lichtenberg
169321,Adem,2,m,2013,neukoelln
162169,Adem,2,m,2022,mitte
42581,Adem,3,m,2012,friedrichshain-kreuzberg
79859,Adem,2,m,2022,friedrichshain-kreuzberg
299225,Adem,3,m,2016,tempelhof-schoeneberg
38573,Adem,3,m,2022,charlottenburg-wilmersdorf
21687,Adem,4,m,2018,charlottenburg-wilmersdorf
171809,Adem,4,m,2014,neukoelln
206514,Adem,2,m,2016,pankow
25819,Adem,5,m,2019,charlottenburg-wilmersdorf
191572,Adem,2,m,2021,neukoelln
130960,Adesuwa,2,w,2015,mitte
166706,Adib,2,m,2012,neukoelln
174813,Adil,2,m,2015,neukoelln
292705,Adil,2,m,2014,tempelhof-schoeneberg
177538,Adil,2,m,2016,neukoelln
134439,Adil,3,m,2016,mitte
66825,Adil,3,m,2019,friedrichshain-kreuzberg
289343,Adil,2,m,2013,tempelhof-schoeneberg
130961,Adile,2,w,2015,mitte
127332,Adile,2,w,2014,mitte
157760,Adile,2,w,2021,mitte
38912,Adin,2,m,2022,charlottenburg-wilmersdorf
321741,Adin,2,m,2021,tempelhof-schoeneberg
307975,Adin,2,m,2018,tempelhof-schoeneberg
89176,Adin,2,m,2015,lichtenberg
152957,Adin,2,m,2020,mitte
307944,Adina,2,w,2018,tempelhof-schoeneberg
299385,Adina,2,w,2016,tempelhof-schoeneberg
191468,Adina,2,w,2021,neukoelln
3937,Adina,2,w,2013,charlottenburg-wilmersdorf
138740,Adis,2,m,2017,mitte
48437,Adnan,2,m,2014,friedrichshain-kreuzberg
106130,Adnan,2,m,2022,lichtenberg
180274,Adnan,2,m,2017,neukoelln
17841,Adnan,2,m,2017,charlottenburg-wilmersdorf
249412,Adnan,2,m,2015,spandau
292707,Adnan,2,m,2014,tempelhof-schoeneberg
303332,Adnan,2,m,2017,tempelhof-schoeneberg
326519,Adnan,2,m,2022,tempelhof-schoeneberg
142963,Adnan,3,m,2018,mitte
229378,Adnan,2,m,2012,reinickendorf
143133,Adnan,2,m,2018,mitte
194122,Adnan,2,m,2022,neukoelln
317031,Adnan,2,m,2020,tempelhof-schoeneberg
177408,Adnan,3,m,2016,neukoelln
3990,Adnan,2,m,2013,charlottenburg-wilmersdorf
312331,Adnan,2,m,2019,tempelhof-schoeneberg
103760,Adnan,2,m,2021,lichtenberg
307548,Adnan,3,m,2018,tempelhof-schoeneberg
289034,Adnan,4,m,2013,tempelhof-schoeneberg
62938,Adnan,2,m,2018,friedrichshain-kreuzberg
130994,Adnan,2,m,2015,mitte
134663,Adnan,2,m,2016,mitte
96107,Adnan,2,m,2018,lichtenberg
289345,Adolf,2,m,2013,tempelhof-schoeneberg
299417,Adom,2,m,2016,tempelhof-schoeneberg
206516,Adonis,2,m,2016,pankow
188736,Adonis,2,m,2020,neukoelln
215731,Adrian,2,m,2019,pankow
275308,Adrian,2,m,2014,steglitz-zehlendorf
88,Adrian,16,m,2012,charlottenburg-wilmersdorf
62155,Adrian,9,m,2018,friedrichshain-kreuzberg
342544,Adrian,3,m,2022,treptow-koepenick
45033,Adrian,16,m,2013,friedrichshain-kreuzberg
270193,Adrian,4,m,2022,spandau
253999,Adrian,7,m,2017,spandau
42294,Adrian,9,m,2012,friedrichshain-kreuzberg
335619,Adrian,2,m,2017,treptow-koepenick
193846,Adrian,4,m,2022,neukoelln
292066,Adrian,13,m,2014,tempelhof-schoeneberg
263644,Adrian,4,m,2020,spandau
260188,Adrian,11,m,2019,spandau
280690,Adrian,3,m,2019,steglitz-zehlendorf
251405,Adrian,12,m,2016,spandau
274308,Adrian,3,m,2013,steglitz-zehlendorf
218601,Adrian,11,m,2020,pankow
148085,Adrian,2,m,2019,mitte
34494,Adrian,3,m,2021,charlottenburg-wilmersdorf
222163,Adrian,11,m,2021,pankow
239040,Adrian,2,m,2020,reinickendorf
70979,Adrian,4,m,2020,friedrichshain-kreuzberg
185588,Adrian,5,m,2019,neukoelln
48109,Adrian,5,m,2014,friedrichshain-kreuzberg
166244,Adrian,12,m,2012,neukoelln
103538,Adrian,4,m,2021,lichtenberg
83086,Adrian,9,m,2012,lichtenberg
109246,Adrian,3,m,2013,marzahn-hellersdorf
142494,Adrian,12,m,2018,mitte
280668,Adrian,3,m,2019,steglitz-zehlendorf
230403,Adrian,6,m,2013,reinickendorf
302513,Adrian,7,m,2017,tempelhof-schoeneberg
168833,Adrian,13,m,2013,neukoelln
117750,Adrian,3,m,2021,marzahn-hellersdorf
157005,Adrian,6,m,2021,mitte
341181,Adrian,2,m,2021,treptow-koepenick
333446,Adrian,2,m,2015,treptow-koepenick
330352,Adrian,4,m,2012,treptow-koepenick
30205,Adrian,3,m,2020,charlottenburg-wilmersdorf
3376,Adrian,16,m,2013,charlottenburg-wilmersdorf
152125,Adrian,11,m,2020,mitte
281804,Adrian,5,m,2020,steglitz-zehlendorf
134086,Adrian,11,m,2016,mitte
179966,Adrian,4,m,2017,neukoelln
79069,Adrian,8,m,2022,friedrichshain-kreuzberg
307188,Adrian,6,m,2018,tempelhof-schoeneberg
191573,Adrian,2,m,2021,neukoelln
208855,Adrian,4,m,2017,pankow
21312,Adrian,17,m,2018,charlottenburg-wilmersdorf
276190,Adrian,3,m,2015,steglitz-zehlendorf
38343,Adrian,5,m,2022,charlottenburg-wilmersdorf
311902,Adrian,4,m,2019,tempelhof-schoeneberg
316534,Adrian,3,m,2020,tempelhof-schoeneberg
157406,Adrian,3,m,2021,mitte
86805,Adrian,9,m,2014,lichtenberg
266717,Adrian,6,m,2021,spandau
203496,Adrian,11,m,2015,pankow
98233,Adrian,7,m,2019,lichtenberg
338355,Adrian,2,m,2019,treptow-koepenick
235403,Adrian,8,m,2017,reinickendorf
13458,Adrian,13,m,2016,charlottenburg-wilmersdorf
332427,Adrian,2,m,2014,treptow-koepenick
231706,Adrian,4,m,2014,reinickendorf
137947,Adrian,8,m,2017,mitte
30019,Adrian,5,m,2020,charlottenburg-wilmersdorf
278177,Adrian,4,m,2017,steglitz-zehlendorf
257098,Adrian,7,m,2018,spandau
147491,Adrian,9,m,2019,mitte
171555,Adrian,15,m,2014,neukoelln
177153,Adrian,7,m,2016,neukoelln
182789,Adrian,4,m,2018,neukoelln
229274,Adrian,4,m,2012,reinickendorf
325825,Adrian,7,m,2022,tempelhof-schoeneberg
298781,Adrian,13,m,2016,tempelhof-schoeneberg
33995,Adrian,8,m,2021,charlottenburg-wilmersdorf
84832,Adrian,12,m,2013,lichtenberg
113134,Adrian,3,m,2017,marzahn-hellersdorf
188446,Adrian,7,m,2020,neukoelln
93045,Adrian,8,m,2017,lichtenberg
174351,Adrian,10,m,2015,neukoelln
285695,Adrian,7,m,2012,tempelhof-schoeneberg
25610,Adrian,11,m,2019,charlottenburg-wilmersdorf
208582,Adrian,12,m,2017,pankow
206026,Adrian,15,m,2016,pankow
6701,Adrian,9,m,2014,charlottenburg-wilmersdorf
249039,Adrian,8,m,2015,spandau
337032,Adrian,2,m,2018,treptow-koepenick
130478,Adrian,9,m,2015,mitte
105837,Adrian,5,m,2022,lichtenberg
311691,Adrian,8,m,2019,tempelhof-schoeneberg
16954,Adrian,13,m,2017,charlottenburg-wilmersdorf
161517,Adrian,8,m,2022,mitte
112040,Adrian,5,m,2016,marzahn-hellersdorf
90841,Adrian,13,m,2016,lichtenberg
225859,Adrian,9,m,2022,pankow
234267,Adrian,3,m,2016,reinickendorf
263504,Adrian,9,m,2020,spandau
277139,Adrian,3,m,2016,steglitz-zehlendorf
119737,Adrian,24,m,2012,mitte
137994,Adrian,7,m,2017,mitte
320855,Adrian,11,m,2021,tempelhof-schoeneberg
88797,Adrian,13,m,2015,lichtenberg
288744,Adrian,13,m,2013,tempelhof-schoeneberg
10013,Adrian,17,m,2015,charlottenburg-wilmersdorf
284391,Adrian,4,m,2022,steglitz-zehlendorf
51073,Adrian,9,m,2015,friedrichshain-kreuzberg
218947,Adrian,3,m,2020,pankow
211828,Adrian,10,m,2018,pankow
302356,Adrian,15,m,2017,tempelhof-schoeneberg
123366,Adrian,14,m,2013,mitte
316070,Adrian,15,m,2020,tempelhof-schoeneberg
215214,Adrian,9,m,2019,pankow
126782,Adrian,14,m,2014,mitte
267357,Adrian,2,m,2021,spandau
246660,Adrian,7,m,2014,spandau
198690,Adrian,17,m,2013,pankow
108357,Adrian,3,m,2012,marzahn-hellersdorf
25875,Adrian,4,m,2019,charlottenburg-wilmersdorf
57751,Adrian,9,m,2017,friedrichshain-kreuzberg
95689,Adrian,7,m,2018,lichtenberg
201133,Adrian,9,m,2014,pankow
254376,Adrian,2,m,2017,spandau
273359,Adrian,2,m,2012,steglitz-zehlendorf
196329,Adrian,11,m,2012,pankow
295374,Adrian,14,m,2015,tempelhof-schoeneberg
260679,Adrian,2,m,2019,spandau
325975,Adrian,5,m,2022,tempelhof-schoeneberg
321153,Adrian,5,m,2021,tempelhof-schoeneberg
232968,Adrian,6,m,2015,reinickendorf
111022,Adrian,5,m,2015,marzahn-hellersdorf
334449,Adrian,2,m,2016,treptow-koepenick
244381,Adrian,9,m,2013,spandau
257299,Adrian,3,m,2018,spandau
62734,Adrian,2,m,2018,friedrichshain-kreuzberg
54352,Adrian,7,m,2016,friedrichshain-kreuzberg
279596,Adrian,2,m,2018,steglitz-zehlendorf
17658,Adrian,2,m,2017,charlottenburg-wilmersdorf
74914,Adrian,7,m,2021,friedrichshain-kreuzberg
66583,Adrian,6,m,2019,friedrichshain-kreuzberg
242055,Adrian,12,m,2012,spandau
22045,Adrian,2,m,2018,charlottenburg-wilmersdorf
339716,Adrian,3,m,2020,treptow-koepenick
100888,Adrian,5,m,2020,lichtenberg
236866,Adrian,2,m,2018,reinickendorf
194261,Adrian,2,m,2022,neukoelln
307734,Adriana,2,w,2018,tempelhof-schoeneberg
6894,Adriana,4,w,2014,charlottenburg-wilmersdorf
302889,Adriana,3,w,2017,tempelhof-schoeneberg
127139,Adriana,3,w,2014,mitte
148217,Adriana,2,w,2019,mitte
13805,Adriana,3,w,2016,charlottenburg-wilmersdorf
292650,Adriana,2,w,2014,tempelhof-schoeneberg
17123,Adriana,6,w,2017,charlottenburg-wilmersdorf
123882,Adriana,2,w,2013,mitte
201497,Adriana,2,w,2014,pankow
130962,Adriana,2,w,2015,mitte
307534,Adriana,3,w,2018,tempelhof-schoeneberg
30103,Adriana,4,w,2020,charlottenburg-wilmersdorf
263791,Adriana,3,w,2020,spandau
281956,Adriana,2,w,2020,steglitz-zehlendorf
51543,Adriana,2,w,2015,friedrichshain-kreuzberg
79501,Adriana,2,w,2022,friedrichshain-kreuzberg
222393,Adriana,4,w,2021,pankow
48405,Adriana,2,w,2014,friedrichshain-kreuzberg
142941,Adriana,3,w,2018,mitte
10566,Adriana,2,w,2015,charlottenburg-wilmersdorf
209292,Adriana,2,w,2017,pankow
22213,Adriana,2,w,2018,charlottenburg-wilmersdorf
246957,Adriana,2,w,2014,spandau
3938,Adriana,2,w,2013,charlottenburg-wilmersdorf
70985,Adriana,4,w,2020,friedrichshain-kreuzberg
62921,Adriana,2,w,2018,friedrichshain-kreuzberg
161794,Adriana,3,w,2022,mitte
45515,Adriana,2,w,2013,friedrichshain-kreuzberg
242440,Adriana,2,w,2012,spandau
285955,Adriana,3,w,2012,tempelhof-schoeneberg
166520,Adriana,3,w,2012,neukoelln
26070,Adriana,3,w,2019,charlottenburg-wilmersdorf
67228,Adriana,2,w,2019,friedrichshain-kreuzberg
231733,Adriana,3,w,2014,reinickendorf
152744,Adriana,2,w,2020,mitte
266891,Adriana,3,w,2021,spandau
312520,Adriana,2,w,2019,tempelhof-schoeneberg
120048,Adriana,4,w,2012,mitte
299058,Adriana,4,w,2016,tempelhof-schoeneberg
326376,Adriana,2,w,2022,tempelhof-schoeneberg
169285,Adriana,2,w,2013,neukoelln
188837,Adriana,2,w,2020,neukoelln
54802,Adriana,2,w,2016,friedrichshain-kreuzberg
180059,Adriana,3,w,2017,neukoelln
152593,Adriana,3,w,2020,mitte
440,Adriana,3,w,2012,charlottenburg-wilmersdorf
34675,Adriano,2,m,2021,charlottenburg-wilmersdorf
75471,Adriano,2,m,2021,friedrichshain-kreuzberg
295972,Adriano,2,m,2015,tempelhof-schoeneberg
3992,Adriano,2,m,2013,charlottenburg-wilmersdorf
123934,Adriano,2,m,2013,mitte
45408,Adriano,3,m,2013,friedrichshain-kreuzberg
119943,Adriano,6,m,2012,mitte
299419,Adriano,2,m,2016,tempelhof-schoeneberg
321742,Adriano,2,m,2021,tempelhof-schoeneberg
79638,Adriano,2,m,2022,friedrichshain-kreuzberg
289148,Adriano,3,m,2013,tempelhof-schoeneberg
292709,Adriano,2,m,2014,tempelhof-schoeneberg
166442,Adriano,4,m,2012,neukoelln
91223,Adrijan,2,m,2016,lichtenberg
307977,Adrijan,2,m,2018,tempelhof-schoeneberg
613,Adrijana,2,w,2012,charlottenburg-wilmersdorf
171861,Adrijana,3,w,2014,neukoelln
138687,Adrijana,2,w,2017,mitte
185991,Adrijana,2,w,2019,neukoelln
230534,Adrijana,2,w,2013,reinickendorf
169119,Adrijana,3,w,2013,neukoelln
38738,Adrina,2,w,2022,charlottenburg-wilmersdorf
42773,Adrián,2,m,2012,friedrichshain-kreuzberg
326802,Adrián,2,m,2022,tempelhof-schoeneberg
130996,Adu,2,m,2015,mitte
17843,Advik,2,m,2017,charlottenburg-wilmersdorf
307945,Adèle,2,w,2018,tempelhof-schoeneberg
45580,Aeneas,2,m,2013,friedrichshain-kreuzberg
199188,Aeneas,2,m,2013,pankow
254539,Aeneas,2,m,2017,spandau
292711,Aeneas,2,m,2014,tempelhof-schoeneberg
120376,Aeneas,2,m,2012,mitte
134587,Afra,2,w,2016,mitte
26450,Afra,2,w,2019,charlottenburg-wilmersdorf
206506,Agata,2,w,2016,pankow
152745,Agata,2,w,2020,mitte
67229,Agata,2,w,2019,friedrichshain-kreuzberg
161795,Agatha,3,w,2022,mitte
120338,Agatha,2,w,2012,mitte
226554,Agathe,2,w,2022,pankow
317033,Agit,2,m,2020,tempelhof-schoeneberg
75619,Agnes,2,w,2021,friedrichshain-kreuzberg
45516,Agnes,2,w,2013,friedrichshain-kreuzberg
162015,Agnes,2,w,2022,mitte
75149,Agnes,3,w,2021,friedrichshain-kreuzberg
157460,Agnes,2,w,2021,mitte
222506,Agnes,3,w,2021,pankow
172024,Agnes,2,w,2014,neukoelln
285956,Agnes,3,w,2012,tempelhof-schoeneberg
326690,Agnes,2,w,2022,tempelhof-schoeneberg
6993,Agnes,3,w,2014,charlottenburg-wilmersdorf
222939,Agnes,2,w,2021,pankow
134292,Agnes,4,w,2016,mitte
106037,Agnes,2,w,2022,lichtenberg
26240,Agnes,2,w,2019,charlottenburg-wilmersdorf
206507,Agnes,2,w,2016,pankow
277184,Agnes,2,w,2016,steglitz-zehlendorf
3665,Agnes,4,w,2013,charlottenburg-wilmersdorf
62716,Agnes,2,w,2018,friedrichshain-kreuzberg
54803,Agnes,2,w,2016,friedrichshain-kreuzberg
71050,Agnes,3,w,2020,friedrichshain-kreuzberg
326691,Agnès,2,w,2022,tempelhof-schoeneberg
191574,Ahad,2,m,2021,neukoelln
75347,Ahlam,2,w,2021,friedrichshain-kreuzberg
157160,Ahmad,4,m,2021,mitte
188405,Ahmad,10,m,2020,neukoelln
251685,Ahmad,3,m,2016,spandau
292130,Ahmad,9,m,2014,tempelhof-schoeneberg
137919,Ahmad,10,m,2017,mitte
30301,Ahmad,3,m,2020,charlottenburg-wilmersdorf
142524,Ahmad,10,m,2018,mitte
236823,Ahmad,2,m,2018,reinickendorf
174305,Ahmad,14,m,2015,neukoelln
298855,Ahmad,9,m,2016,tempelhof-schoeneberg
34382,Ahmad,3,m,2021,charlottenburg-wilmersdorf
295540,Ahmad,6,m,2015,tempelhof-schoeneberg
17660,Ahmad,2,m,2017,charlottenburg-wilmersdorf
126953,Ahmad,6,m,2014,mitte
241107,Ahmad,2,m,2022,reinickendorf
105884,Ahmad,4,m,2022,lichtenberg
130417,Ahmad,13,m,2015,mitte
338418,Ahmad,2,m,2019,treptow-koepenick
91117,Ahmad,3,m,2016,lichtenberg
147408,Ahmad,17,m,2019,mitte
325757,Ahmad,9,m,2022,tempelhof-schoeneberg
51074,Ahmad,9,m,2015,friedrichshain-kreuzberg
182613,Ahmad,13,m,2018,neukoelln
17288,Ahmad,4,m,2017,charlottenburg-wilmersdorf
182673,Ahmad,6,m,2018,neukoelln
177132,Ahmad,8,m,2016,neukoelln
10319,Ahmad,4,m,2015,charlottenburg-wilmersdorf
143135,Ahmad,2,m,2018,mitte
311770,Ahmad,6,m,2019,tempelhof-schoeneberg
85232,Ahmad,2,m,2013,lichtenberg
119879,Ahmad,8,m,2012,mitte
464,Ahmad,3,m,2012,charlottenburg-wilmersdorf
219022,Ahmad,3,m,2020,pankow
67075,Ahmad,2,m,2019,friedrichshain-kreuzberg
13509,Ahmad,9,m,2016,charlottenburg-wilmersdorf
285697,Ahmad,7,m,2012,tempelhof-schoeneberg
47931,Ahmad,10,m,2014,friedrichshain-kreuzberg
161869,Ahmad,3,m,2022,mitte
212100,Ahmad,4,m,2018,pankow
322005,Ahmad,2,m,2021,tempelhof-schoeneberg
236868,Ahmad,2,m,2018,reinickendorf
263558,Ahmad,6,m,2020,spandau
179968,Ahmad,4,m,2017,neukoelln
75086,Ahmad,4,m,2021,friedrichshain-kreuzberg
171663,Ahmad,7,m,2014,neukoelln
66740,Ahmad,4,m,2019,friedrichshain-kreuzberg
185487,Ahmad,12,m,2019,neukoelln
62311,Ahmad,5,m,2018,friedrichshain-kreuzberg
152102,Ahmad,13,m,2020,mitte
191302,Ahmad,4,m,2021,neukoelln
3809,Ahmad,3,m,2013,charlottenburg-wilmersdorf
123439,Ahmad,9,m,2013,mitte
