,vorname,anzahl,bezirk
3137,Blanca,2,tempelhof-schoeneberg
3138,Blanka,2,pankow
3139,Bleon,2,lichtenberg
3140,Blessing,2,charlottenburg-wilmersdorf
3141,Blessing,4,mitte
3142,Blessing,2,neukoelln
3143,Blessing,2,spandau
3144,Blessing,2,tempelhof-schoeneberg
3145,Blume,2,mitte
3146,Bo,33,charlottenburg-wilmersdorf
3147,Bo,50,friedrichshain-kreuzberg
3148,Bo,3,lichtenberg
3149,Bo,18,mitte
3150,Bo,11,neukoelln
3151,Bo,32,pankow
3152,Bo,27,spandau
3153,Bo,2,steglitz-zehlendorf
3154,Bo,51,tempelhof-schoeneberg
3155,Bo,9,treptow-koepenick
3156,Bob,2,pankow
3157,Bob,2,spandau
3158,Bobby,2,lichtenberg
3159,Bodhi,2,charlottenburg-wilmersdorf
3160,Bodhi,2,mitte
3161,Bodhi,2,spandau
3162,Bodo,2,charlottenburg-wilmersdorf
3163,Bodo,2,friedrichshain-kreuzberg
3164,Bodo,2,mitte
3165,Bodo,6,pankow
3166,Bodo,2,tempelhof-schoeneberg
3167,Bogdan,4,charlottenburg-wilmersdorf
3168,Bogdan,2,friedrichshain-kreuzberg
3169,Bogdan,8,lichtenberg
3170,Bogdan,7,mitte
3171,Bogdan,2,spandau
3172,Bogdanovych,2,tempelhof-schoeneberg
3173,Bojan,2,friedrichshain-kreuzberg
3174,Bonnie,6,charlottenburg-wilmersdorf
3175,Bonnie,4,friedrichshain-kreuzberg
3176,Bonnie,4,lichtenberg
3177,Bonnie,2,mitte
3178,Bonnie,2,spandau
3179,Bonnie,2,tempelhof-schoeneberg
3180,Bora,2,mitte
3181,Boran,2,mitte
3182,Boris,4,charlottenburg-wilmersdorf
3183,Boris,2,friedrichshain-kreuzberg
3184,Boris,16,mitte
3185,Boris,2,neukoelln
3186,Boris,2,pankow
3187,Borys,2,charlottenburg-wilmersdorf
3188,Bosse,4,charlottenburg-wilmersdorf
3189,Bosse,6,friedrichshain-kreuzberg
3190,Bosse,2,lichtenberg
3191,Bosse,2,mitte
3192,Bosse,2,neukoelln
3193,Bosse,6,pankow
3194,Bosse,4,spandau
3195,Bosse,2,steglitz-zehlendorf
3196,Bosse,2,tempelhof-schoeneberg
3197,Boyanov,2,neukoelln
3198,Božidar,2,mitte
3199,Bradley,2,charlottenburg-wilmersdorf
3200,Brayan,2,lichtenberg
3201,Brayan,5,mitte
3202,Brian,2,charlottenburg-wilmersdorf
3203,Brian,12,friedrichshain-kreuzberg
3204,Brian,9,lichtenberg
3205,Brian,2,marzahn-hellersdorf
3206,Brian,9,mitte
3207,Brian,8,neukoelln
3208,Brian,14,pankow
3209,Brian,6,spandau
3210,Brian,2,tempelhof-schoeneberg
3211,Brianna,2,pankow
3212,Brianna,2,tempelhof-schoeneberg
3213,Brigitta,2,friedrichshain-kreuzberg
3214,Brigitte,10,charlottenburg-wilmersdorf
3215,Brigitte,7,friedrichshain-kreuzberg
3216,Brigitte,2,lichtenberg
3217,Brigitte,15,pankow
3218,Brigitte,9,spandau
3219,Brigitte,18,tempelhof-schoeneberg
3220,Brigitte,2,treptow-koepenick
3221,Bronco,2,charlottenburg-wilmersdorf
3222,Brooklyn,2,marzahn-hellersdorf
3223,Bruce,2,friedrichshain-kreuzberg
3224,Bruce,2,mitte
3225,Bruna,2,neukoelln
3226,Bruna,2,tempelhof-schoeneberg
3227,Bruno,160,charlottenburg-wilmersdorf
3228,Bruno,122,friedrichshain-kreuzberg
3229,Bruno,82,lichtenberg
3230,Bruno,23,marzahn-hellersdorf
3231,Bruno,111,mitte
3232,Bruno,69,neukoelln
3233,Bruno,175,pankow
3234,Bruno,4,reinickendorf
3235,Bruno,81,spandau
3236,Bruno,25,steglitz-zehlendorf
3237,Bruno,154,tempelhof-schoeneberg
3238,Bruno,37,treptow-koepenick
3239,Bryan,4,friedrichshain-kreuzberg
3240,Bryan,12,lichtenberg
3241,Bryan,2,marzahn-hellersdorf
3242,Bryan,2,mitte
3243,Bryan,2,neukoelln
3244,Bryan,3,spandau
3245,Bryan,2,tempelhof-schoeneberg
3246,Bulut,2,mitte
3247,Bulut,2,neukoelln
3248,Bulut,2,spandau
3249,Burak,4,charlottenburg-wilmersdorf
3250,Burak,12,friedrichshain-kreuzberg
3251,Burak,25,mitte
3252,Burak,12,neukoelln
3253,Burak,4,spandau
3254,Burak,14,tempelhof-schoeneberg
3255,Burhan,2,charlottenburg-wilmersdorf
3256,Burkhard,2,lichtenberg
3257,Bushra,2,charlottenburg-wilmersdorf
3258,Bushra,2,friedrichshain-kreuzberg
3259,Buğlem,3,neukoelln
3260,Buğlem,2,spandau
3261,Bärbel,3,charlottenburg-wilmersdorf
3262,Bärbel,2,lichtenberg
3263,Béla,14,charlottenburg-wilmersdorf
3264,Béla,33,friedrichshain-kreuzberg
3265,Béla,9,lichtenberg
3266,Béla,2,marzahn-hellersdorf
3267,Béla,15,mitte
3268,Béla,3,neukoelln
3269,Béla,29,pankow
3270,Béla,16,spandau
3271,Béla,26,tempelhof-schoeneberg
3272,Béla,5,treptow-koepenick
3273,Bình,2,friedrichshain-kreuzberg
3274,Bülent,2,charlottenburg-wilmersdorf
3275,Bünyamin,4,friedrichshain-kreuzberg
3276,Bünyamin,4,mitte
3277,Bünyamin,2,reinickendorf
3278,Bünyamin,4,tempelhof-schoeneberg
3279,Büşra,2,charlottenburg-wilmersdorf
3280,Büşra,7,friedrichshain-kreuzberg
3281,Büşra,6,mitte
3282,Büşra,5,neukoelln
3283,Büşra,4,tempelhof-schoeneberg
3284,Băng,2,friedrichshain-kreuzberg
3285,Bảo,4,charlottenburg-wilmersdorf
3286,Bảo,97,friedrichshain-kreuzberg
3287,Bảo,22,lichtenberg
3288,Bảo,3,marzahn-hellersdorf
3289,Bảo,25,mitte
3290,Bảo,15,pankow
3291,Bảo,4,tempelhof-schoeneberg
3292,Bảo,2,treptow-koepenick
3293,Caden,2,pankow
3294,Cafer,2,charlottenburg-wilmersdorf
3295,Cahit,2,mitte
3296,Cahit,4,neukoelln
3297,Cahit,2,reinickendorf
3298,Caio,7,charlottenburg-wilmersdorf
3299,Caio,4,friedrichshain-kreuzberg
3300,Caio,2,lichtenberg
3301,Caio,2,mitte
3302,Caio,2,pankow
3303,Caio,2,treptow-koepenick
3304,Caitlin,2,lichtenberg
3305,Caitlyn,3,pankow
3306,Caius,2,pankow
3307,Caja,2,pankow
3308,Caja,4,tempelhof-schoeneberg
3309,Caleb,4,friedrichshain-kreuzberg
3310,Caleb,2,mitte
3311,Caleb,2,neukoelln
3312,Caleb,6,pankow
3313,Caleo,2,pankow
3314,Calla,2,friedrichshain-kreuzberg
3315,Calliope,2,pankow
3316,Calvin,2,neukoelln
3317,Calvin,2,pankow
3318,Cameron,3,charlottenburg-wilmersdorf
3319,Camie,2,charlottenburg-wilmersdorf
3320,Camie,2,tempelhof-schoeneberg
3321,Camila,2,charlottenburg-wilmersdorf
3322,Camila,2,mitte
3323,Camila,2,tempelhof-schoeneberg
3324,Camilla,4,charlottenburg-wilmersdorf
3325,Camilla,6,friedrichshain-kreuzberg
3326,Camilla,7,mitte
3327,Camilla,2,pankow
3328,Camilla,2,spandau
3329,Camilla,4,tempelhof-schoeneberg
3330,Camille,11,charlottenburg-wilmersdorf
3331,Camille,7,friedrichshain-kreuzberg
3332,Camille,2,mitte
3333,Camille,4,pankow
3334,Camille,7,spandau
3335,Camille,8,tempelhof-schoeneberg
3336,Camillo,2,charlottenburg-wilmersdorf
3337,Camillo,2,friedrichshain-kreuzberg
3338,Camillo,2,mitte
3339,Camilo,3,charlottenburg-wilmersdorf
3340,Camilo,8,friedrichshain-kreuzberg
3341,Camilo,2,lichtenberg
3342,Camilo,2,mitte
3343,Camilo,7,tempelhof-schoeneberg
3344,Can,102,charlottenburg-wilmersdorf
3345,Can,65,friedrichshain-kreuzberg
3346,Can,8,lichtenberg
3347,Can,2,marzahn-hellersdorf
3348,Can,102,mitte
3349,Can,96,neukoelln
3350,Can,9,pankow
3351,Can,37,reinickendorf
3352,Can,49,spandau
3353,Can,6,steglitz-zehlendorf
3354,Can,145,tempelhof-schoeneberg
3355,Canan,6,neukoelln
3356,Canan,2,spandau
3357,Caner,4,friedrichshain-kreuzberg
3358,Caner,2,mitte
3359,Cansel,2,friedrichshain-kreuzberg
3360,Cansu,8,mitte
3361,Cansu,6,neukoelln
3362,Cansu,5,tempelhof-schoeneberg
3363,Cao,2,friedrichshain-kreuzberg
3364,Caoimhe,2,pankow
3365,Caprice,2,neukoelln
3366,Caprice,2,spandau
3367,Cara,17,charlottenburg-wilmersdorf
3368,Cara,4,mitte
3369,Cara,14,pankow
3370,Cara,11,tempelhof-schoeneberg
3371,Carina,3,charlottenburg-wilmersdorf
3372,Carina,4,friedrichshain-kreuzberg
3373,Carina,2,marzahn-hellersdorf
3374,Carina,7,spandau
3375,Carina,14,tempelhof-schoeneberg
3376,Carina,2,treptow-koepenick
3377,Carl,219,charlottenburg-wilmersdorf
3378,Carl,120,friedrichshain-kreuzberg
3379,Carl,41,lichtenberg
3380,Carl,4,marzahn-hellersdorf
3381,Carl,150,mitte
3382,Carl,27,neukoelln
3383,Carl,125,pankow
3384,Carl,7,reinickendorf
3385,Carl,76,spandau
3386,Carl,21,steglitz-zehlendorf
3387,Carl,138,tempelhof-schoeneberg
3388,Carl,23,treptow-koepenick
3389,Carla,105,charlottenburg-wilmersdorf
3390,Carla,76,friedrichshain-kreuzberg
3391,Carla,22,lichtenberg
3392,Carla,74,mitte
3393,Carla,18,neukoelln
3394,Carla,54,pankow
3395,Carla,4,reinickendorf
3396,Carla,23,spandau
3397,Carla,4,steglitz-zehlendorf
3398,Carla,74,tempelhof-schoeneberg
3399,Carla,16,treptow-koepenick
3400,Carlie,2,pankow
3401,Carlo,73,charlottenburg-wilmersdorf
3402,Carlo,71,friedrichshain-kreuzberg
3403,Carlo,27,lichtenberg
3404,Carlo,6,marzahn-hellersdorf
3405,Carlo,55,mitte
3406,Carlo,17,neukoelln
3407,Carlo,68,pankow
3408,Carlo,42,spandau
3409,Carlo,10,steglitz-zehlendorf
3410,Carlo,62,tempelhof-schoeneberg
3411,Carlo,25,treptow-koepenick
3412,Carlos,27,charlottenburg-wilmersdorf
3413,Carlos,20,friedrichshain-kreuzberg
3414,Carlos,21,lichtenberg
3415,Carlos,2,marzahn-hellersdorf
3416,Carlos,21,mitte
3417,Carlos,8,neukoelln
3418,Carlos,36,pankow
3419,Carlos,2,reinickendorf
3420,Carlos,16,spandau
3421,Carlos,18,tempelhof-schoeneberg
3422,Carlota,2,charlottenburg-wilmersdorf
3423,Carlotta,162,charlottenburg-wilmersdorf
3424,Carlotta,115,friedrichshain-kreuzberg
3425,Carlotta,49,lichtenberg
3426,Carlotta,4,marzahn-hellersdorf
3427,Carlotta,107,mitte
3428,Carlotta,42,neukoelln
3429,Carlotta,123,pankow
3430,Carlotta,78,spandau
3431,Carlotta,25,steglitz-zehlendorf
3432,Carlotta,145,tempelhof-schoeneberg
3433,Carlotta,28,treptow-koepenick
3434,Carlson,2,pankow
3435,Carmen,6,charlottenburg-wilmersdorf
3436,Carmen,2,friedrichshain-kreuzberg
3437,Carmen,2,lichtenberg
3438,Carmen,10,mitte
3439,Carmen,2,neukoelln
3440,Carmen,6,pankow
3441,Carmen,7,spandau
3442,Carmen,3,steglitz-zehlendorf
3443,Carmen,2,tempelhof-schoeneberg
3444,Carola,2,charlottenburg-wilmersdorf
3445,Carola,2,friedrichshain-kreuzberg
3446,Carola,2,neukoelln
3447,Carola,8,pankow
3448,Carola,5,spandau
3449,Carola,8,tempelhof-schoeneberg
3450,Carolin,11,charlottenburg-wilmersdorf
3451,Carolin,2,friedrichshain-kreuzberg
3452,Carolin,4,lichtenberg
3453,Carolin,4,marzahn-hellersdorf
3454,Carolin,4,mitte
3455,Carolin,2,neukoelln
3456,Carolin,16,pankow
3457,Carolin,6,spandau
3458,Carolin,14,tempelhof-schoeneberg
3459,Carolina,26,charlottenburg-wilmersdorf
3460,Carolina,6,friedrichshain-kreuzberg
3461,Carolina,8,lichtenberg
3462,Carolina,17,mitte
3463,Carolina,15,pankow
3464,Carolina,7,spandau
3465,Carolina,2,steglitz-zehlendorf
3466,Carolina,13,tempelhof-schoeneberg
3467,Caroline,29,charlottenburg-wilmersdorf
3468,Caroline,10,friedrichshain-kreuzberg
3469,Caroline,10,lichtenberg
3470,Caroline,2,marzahn-hellersdorf
3471,Caroline,18,mitte
3472,Caroline,8,neukoelln
3473,Caroline,27,pankow
3474,Caroline,2,reinickendorf
3475,Caroline,5,spandau
3476,Caroline,2,steglitz-zehlendorf
3477,Caroline,27,tempelhof-schoeneberg
3478,Caroline,4,treptow-koepenick
3479,Carsten,2,charlottenburg-wilmersdorf
3480,Carsten,2,friedrichshain-kreuzberg
3481,Carsten,4,lichtenberg
3482,Carsten,2,mitte
3483,Carsten,2,pankow
3484,Carsten,2,treptow-koepenick
3485,Casey,2,marzahn-hellersdorf
3486,Casey,2,spandau
3487,Casimir,21,charlottenburg-wilmersdorf
3488,Casimir,5,friedrichshain-kreuzberg
3489,Casimir,2,lichtenberg
3490,Casimir,15,mitte
3491,Casimir,9,pankow
3492,Casimir,2,reinickendorf
3493,Casimir,3,spandau
3494,Casimir,11,tempelhof-schoeneberg
3495,Casimir,4,treptow-koepenick
3496,Caspar,122,charlottenburg-wilmersdorf
3497,Caspar,65,friedrichshain-kreuzberg
3498,Caspar,16,lichtenberg
3499,Caspar,6,marzahn-hellersdorf
3500,Caspar,90,mitte
3501,Caspar,18,neukoelln
3502,Caspar,74,pankow
3503,Caspar,2,reinickendorf
3504,Caspar,40,spandau
3505,Caspar,11,steglitz-zehlendorf
3506,Caspar,86,tempelhof-schoeneberg
3507,Caspar,5,treptow-koepenick
3508,Casper,11,charlottenburg-wilmersdorf
3509,Casper,12,friedrichshain-kreuzberg
3510,Casper,16,mitte
3511,Casper,11,pankow
3512,Casper,5,spandau
3513,Casper,15,tempelhof-schoeneberg
3514,Caspian,2,charlottenburg-wilmersdorf
3515,Cassandra,4,charlottenburg-wilmersdorf
3516,Cassandra,2,friedrichshain-kreuzberg
3517,Cassandra,6,lichtenberg
3518,Cassandra,2,marzahn-hellersdorf
3519,Cassandra,10,mitte
3520,Cassandra,3,neukoelln
3521,Cassandra,2,pankow
3522,Cassandra,5,spandau
3523,Cassandre,2,friedrichshain-kreuzberg
3524,Cassian,3,reinickendorf
3525,Cassian,2,spandau
3526,Castiel,2,friedrichshain-kreuzberg
3527,Castiel,3,lichtenberg
3528,Castiel,2,pankow
3529,Cataleya,26,charlottenburg-wilmersdorf
3530,Cataleya,10,friedrichshain-kreuzberg
3531,Cataleya,31,lichtenberg
3532,Cataleya,6,marzahn-hellersdorf
3533,Cataleya,25,mitte
3534,Cataleya,16,neukoelln
3535,Cataleya,23,pankow
3536,Cataleya,4,reinickendorf
3537,Cataleya,18,spandau
3538,Cataleya,27,tempelhof-schoeneberg
3539,Cataleya,2,treptow-koepenick
3540,Catalina,11,charlottenburg-wilmersdorf
3541,Catalina,2,friedrichshain-kreuzberg
3542,Catalina,2,lichtenberg
3543,Catalina,2,mitte
3544,Catalina,4,pankow
3545,Catalina,2,reinickendorf
3546,Catalina,2,spandau
3547,Catalina,7,tempelhof-schoeneberg
3548,Caterina,2,friedrichshain-kreuzberg
3549,Caterina,2,mitte
3550,Catharina,6,charlottenburg-wilmersdorf
3551,Catharina,4,friedrichshain-kreuzberg
3552,Catharina,2,lichtenberg
3553,Catharina,7,mitte
3554,Catharina,4,pankow
3555,Catharina,4,tempelhof-schoeneberg
3556,Catherine,5,charlottenburg-wilmersdorf
3557,Catherine,7,mitte
3558,Catherine,2,tempelhof-schoeneberg
3559,Cato,2,tempelhof-schoeneberg
3560,Cebrail,5,mitte
3561,Cebrail,2,tempelhof-schoeneberg
3562,Cecile,2,mitte
3563,Cecilia,37,charlottenburg-wilmersdorf
3564,Cecilia,14,friedrichshain-kreuzberg
3565,Cecilia,4,lichtenberg
3566,Cecilia,24,mitte
3567,Cecilia,10,neukoelln
3568,Cecilia,22,pankow
3569,Cecilia,9,spandau
3570,Cecilia,2,steglitz-zehlendorf
3571,Cecilia,28,tempelhof-schoeneberg
3572,Cecilia,2,treptow-koepenick
3573,Cecilie,2,mitte
3574,Cedric,2,charlottenburg-wilmersdorf
3575,Cedric,2,friedrichshain-kreuzberg
3576,Cedric,5,lichtenberg
3577,Cedric,6,mitte
3578,Cedric,4,pankow
3579,Cedric,4,tempelhof-schoeneberg
3580,Cedric,3,treptow-koepenick
3581,Cedrik,2,friedrichshain-kreuzberg
3582,Cedrik,2,lichtenberg
3583,Celal,2,mitte
3584,Celal,2,tempelhof-schoeneberg
3585,Celeste,2,charlottenburg-wilmersdorf
3586,Celeste,2,mitte
3587,Celeste,2,neukoelln
3588,Celeste,2,tempelhof-schoeneberg
3589,Celia,13,charlottenburg-wilmersdorf
3590,Celia,6,friedrichshain-kreuzberg
3591,Celia,8,mitte
3592,Celia,2,pankow
3593,Celia,4,spandau
3594,Celia,9,tempelhof-schoeneberg
3595,Celin,2,friedrichshain-kreuzberg
3596,Celin,3,lichtenberg
3597,Celin,5,mitte
3598,Celin,2,neukoelln
3599,Celin,6,tempelhof-schoeneberg
3600,Celina,12,charlottenburg-wilmersdorf
3601,Celina,15,friedrichshain-kreuzberg
3602,Celina,30,lichtenberg
3603,Celina,14,marzahn-hellersdorf
3604,Celina,19,mitte
3605,Celina,14,neukoelln
3606,Celina,17,pankow
3607,Celina,2,reinickendorf
3608,Celina,23,spandau
3609,Celina,33,tempelhof-schoeneberg
3610,Celina,4,treptow-koepenick
3611,Celine,13,charlottenburg-wilmersdorf
3612,Celine,13,friedrichshain-kreuzberg
3613,Celine,27,lichtenberg
3614,Celine,6,marzahn-hellersdorf
3615,Celine,48,mitte
3616,Celine,26,neukoelln
3617,Celine,28,pankow
3618,Celine,4,reinickendorf
3619,Celine,12,spandau
3620,Celine,32,tempelhof-schoeneberg
3621,Celine,2,treptow-koepenick
3622,Cem,16,charlottenburg-wilmersdorf
3623,Cem,10,friedrichshain-kreuzberg
3624,Cem,8,mitte
3625,Cem,14,neukoelln
3626,Cem,2,reinickendorf
3627,Cem,7,spandau
3628,Cem,2,steglitz-zehlendorf
3629,Cem,31,tempelhof-schoeneberg
3630,Cemal,2,friedrichshain-kreuzberg
3631,Cemal,4,mitte
3632,Cemal,4,neukoelln
3633,Cemal,3,tempelhof-schoeneberg
3634,Cemil,2,friedrichshain-kreuzberg
3635,Cemil,3,neukoelln
3636,Cemil,2,tempelhof-schoeneberg
3637,Cemre,2,friedrichshain-kreuzberg
3638,Cemre,8,neukoelln
3639,Cemre,2,tempelhof-schoeneberg
3640,Cengiz,2,friedrichshain-kreuzberg
3641,Cengiz,2,neukoelln
3642,Cengizhan,2,mitte
3643,Cenk,2,charlottenburg-wilmersdorf
3644,Cenk,2,mitte
3645,Cennet,8,friedrichshain-kreuzberg
3646,Cennet,5,mitte
3647,Cennet,4,neukoelln
3648,Ceren,2,neukoelln
3649,Ceren,2,tempelhof-schoeneberg
3650,Cesur,4,charlottenburg-wilmersdorf
3651,Cesur,4,friedrichshain-kreuzberg
3652,Cesur,4,neukoelln
3653,Cesur,2,spandau
3654,Cesur,9,tempelhof-schoeneberg
3655,Cevat,2,tempelhof-schoeneberg
3656,Cevdet,2,friedrichshain-kreuzberg
3657,Ceyda,5,charlottenburg-wilmersdorf
3658,Ceyda,2,friedrichshain-kreuzberg
3659,Ceyda,7,mitte
3660,Ceyda,9,neukoelln
3661,Ceyda,2,reinickendorf
3662,Ceyda,2,spandau
3663,Ceyda,20,tempelhof-schoeneberg
3664,Ceyda,2,treptow-koepenick
3665,Ceylan,3,friedrichshain-kreuzberg
3666,Ceylan,4,mitte
3667,Ceylan,4,neukoelln
3668,Ceylan,2,spandau
3669,Ceylan,2,tempelhof-schoeneberg
3670,Ceylin,9,charlottenburg-wilmersdorf
3671,Ceylin,6,friedrichshain-kreuzberg
3672,Ceylin,17,mitte
3673,Ceylin,14,neukoelln
3674,Ceylin,8,reinickendorf
3675,Ceylin,6,spandau
3676,Ceylin,13,tempelhof-schoeneberg
3677,Cezar,2,neukoelln
3678,Chanel,2,lichtenberg
3679,Chanel,4,mitte
3680,Chanel,2,neukoelln
3681,Chanel,4,spandau
3682,Chantal,4,friedrichshain-kreuzberg
3683,Chantal,3,mitte
3684,Charalampos,2,charlottenburg-wilmersdorf
3685,Charleen,4,friedrichshain-kreuzberg
3686,Charleen,4,lichtenberg
3687,Charleen,9,marzahn-hellersdorf
3688,Charleen,2,neukoelln
3689,Charleen,3,pankow
3690,Charleen,2,spandau
3691,Charleen,4,tempelhof-schoeneberg
3692,Charlene,2,charlottenburg-wilmersdorf
3693,Charles,23,charlottenburg-wilmersdorf
3694,Charles,7,friedrichshain-kreuzberg
3695,Charles,4,lichtenberg
3696,Charles,2,marzahn-hellersdorf
3697,Charles,13,mitte
3698,Charles,2,neukoelln
3699,Charles,11,pankow
3700,Charles,2,spandau
3701,Charles,13,tempelhof-schoeneberg
3702,Charlie,27,charlottenburg-wilmersdorf
3703,Charlie,59,friedrichshain-kreuzberg
3704,Charlie,37,lichtenberg
3705,Charlie,5,marzahn-hellersdorf
3706,Charlie,47,mitte
3707,Charlie,8,neukoelln
3708,Charlie,59,pankow
3709,Charlie,2,reinickendorf
3710,Charlie,41,spandau
3711,Charlie,7,steglitz-zehlendorf
3712,Charlie,51,tempelhof-schoeneberg
3713,Charlie,8,treptow-koepenick
3714,Charline,2,pankow
3715,Charline,2,spandau
3716,Charlize,2,charlottenburg-wilmersdorf
3717,Charlott,6,friedrichshain-kreuzberg
3718,Charlott,2,lichtenberg
3719,Charlott,4,mitte
3720,Charlott,17,pankow
3721,Charlott,4,tempelhof-schoeneberg
3722,Charlotta,17,charlottenburg-wilmersdorf
3723,Charlotta,4,friedrichshain-kreuzberg
3724,Charlotta,3,lichtenberg
3725,Charlotta,2,marzahn-hellersdorf
3726,Charlotta,2,mitte
3727,Charlotta,14,pankow
3728,Charlotta,2,spandau
3729,Charlotta,8,tempelhof-schoeneberg
3730,Charlotta,2,treptow-koepenick
3731,Charlotte,810,charlottenburg-wilmersdorf
3732,Charlotte,446,friedrichshain-kreuzberg
3733,Charlotte,379,lichtenberg
3734,Charlotte,132,marzahn-hellersdorf
3735,Charlotte,458,mitte
3736,Charlotte,254,neukoelln
3737,Charlotte,708,pankow
3738,Charlotte,65,reinickendorf
3739,Charlotte,391,spandau
3740,Charlotte,164,steglitz-zehlendorf
3741,Charlotte,708,tempelhof-schoeneberg
3742,Charlotte,171,treptow-koepenick
3743,Charly,2,friedrichshain-kreuzberg
3744,Charly,2,mitte
3745,Charly,2,neukoelln
3746,Charly,16,pankow
3747,Charly,2,spandau
3748,Charly,2,steglitz-zehlendorf
3749,Charly,2,tempelhof-schoeneberg
3750,Chau,4,lichtenberg
3751,Chayenne,2,friedrichshain-kreuzberg
3752,Chayenne,4,lichtenberg
3753,Chayenne,2,marzahn-hellersdorf
3754,Chayenne,5,mitte
3755,Chayenne,2,neukoelln
3756,Chayenne,2,reinickendorf
3757,Chayton,2,charlottenburg-wilmersdorf
3758,Che,2,steglitz-zehlendorf
3759,Chelsea,2,charlottenburg-wilmersdorf
3760,Chelsea,2,friedrichshain-kreuzberg
3761,Chelsea,2,lichtenberg
3762,Chelsea,2,mitte
3763,Chelsea,2,pankow
3764,Chelsea,2,tempelhof-schoeneberg
3765,Cherry,2,charlottenburg-wilmersdorf
3766,Cheyenne,5,charlottenburg-wilmersdorf
3767,Cheyenne,2,friedrichshain-kreuzberg
3768,Cheyenne,2,marzahn-hellersdorf
3769,Cheyenne,4,pankow
3770,Cheyenne,2,reinickendorf
3771,Cheyenne,2,spandau
3772,Chi,2,charlottenburg-wilmersdorf
3773,Chi,15,friedrichshain-kreuzberg
3774,Chi,16,lichtenberg
3775,Chi,6,mitte
3776,Chi,2,neukoelln
3777,Chiara,26,charlottenburg-wilmersdorf
3778,Chiara,4,friedrichshain-kreuzberg
3779,Chiara,15,lichtenberg
3780,Chiara,2,marzahn-hellersdorf
3781,Chiara,10,mitte
3782,Chiara,3,neukoelln
3783,Chiara,9,pankow
3784,Chiara,5,reinickendorf
3785,Chiara,20,spandau
3786,Chiara,4,steglitz-zehlendorf
3787,Chiara,28,tempelhof-schoeneberg
3788,Chimamanda,2,mitte
3789,Chioma,2,friedrichshain-kreuzberg
3790,Chioma,3,mitte
3791,Chisom,2,mitte
3792,Chloe,2,charlottenburg-wilmersdorf
3793,Chloe,3,friedrichshain-kreuzberg
3794,Chloe,3,lichtenberg
3795,Chloe,6,mitte
3796,Chloe,2,pankow
3797,Chloe,2,spandau
3798,Chloe,8,tempelhof-schoeneberg
3799,Chloé,11,charlottenburg-wilmersdorf
3800,Chloé,9,friedrichshain-kreuzberg
3801,Chloé,2,lichtenberg
3802,Chloé,17,mitte
3803,Chloé,2,neukoelln
3804,Chloé,4,pankow
3805,Chloé,2,reinickendorf
3806,Chloé,4,spandau
3807,Chloé,5,tempelhof-schoeneberg
3808,Chris,7,friedrichshain-kreuzberg
3809,Chris,10,lichtenberg
3810,Chris,8,mitte
3811,Chris,4,neukoelln
3812,Chris,10,pankow
3813,Chris,2,reinickendorf
3814,Chris,8,spandau
3815,Chris,6,tempelhof-schoeneberg
3816,Chris,2,treptow-koepenick
3817,Christ,2,mitte
3818,Christa,19,charlottenburg-wilmersdorf
3819,Christa,4,friedrichshain-kreuzberg
3820,Christa,9,lichtenberg
3821,Christa,9,mitte
3822,Christa,4,neukoelln
3823,Christa,16,pankow
3824,Christa,7,spandau
3825,Christa,4,steglitz-zehlendorf
3826,Christa,6,tempelhof-schoeneberg
3827,Christel,10,charlottenburg-wilmersdorf
3828,Christel,4,friedrichshain-kreuzberg
3829,Christel,2,lichtenberg
3830,Christel,2,mitte
3831,Christel,4,neukoelln
3832,Christel,13,pankow
3833,Christel,6,spandau
3834,Christel,4,tempelhof-schoeneberg
3835,Christiaan,2,neukoelln
3836,Christian,115,charlottenburg-wilmersdorf
3837,Christian,81,friedrichshain-kreuzberg
3838,Christian,59,lichtenberg
3839,Christian,17,marzahn-hellersdorf
3840,Christian,109,mitte
3841,Christian,48,neukoelln
3842,Christian,99,pankow
3843,Christian,19,reinickendorf
3844,Christian,66,spandau
3845,Christian,23,steglitz-zehlendorf
3846,Christian,119,tempelhof-schoeneberg
3847,Christian,28,treptow-koepenick
3848,Christiana,2,friedrichshain-kreuzberg
3849,Christiane,10,charlottenburg-wilmersdorf
3850,Christiane,14,friedrichshain-kreuzberg
3851,Christiane,5,mitte
3852,Christiane,10,neukoelln
3853,Christiane,5,pankow
3854,Christiane,6,tempelhof-schoeneberg
3855,Christiane,3,treptow-koepenick
3856,Christiano,2,lichtenberg
3857,Christin,8,charlottenburg-wilmersdorf
3858,Christin,4,friedrichshain-kreuzberg
3859,Christin,9,lichtenberg
3860,Christin,2,marzahn-hellersdorf
3861,Christin,2,mitte
3862,Christin,9,neukoelln
3863,Christin,19,pankow
3864,Christin,5,spandau
3865,Christin,9,tempelhof-schoeneberg
3866,Christin,2,treptow-koepenick
3867,Christina,28,charlottenburg-wilmersdorf
3868,Christina,12,friedrichshain-kreuzberg
3869,Christina,9,lichtenberg
3870,Christina,31,mitte
3871,Christina,20,neukoelln
3872,Christina,16,pankow
3873,Christina,15,spandau
3874,Christina,6,steglitz-zehlendorf
3875,Christina,29,tempelhof-schoeneberg
3876,Christina,2,treptow-koepenick
3877,Christine,39,charlottenburg-wilmersdorf
3878,Christine,21,friedrichshain-kreuzberg
3879,Christine,15,lichtenberg
3880,Christine,2,marzahn-hellersdorf
3881,Christine,25,mitte
